# time  <MSD_cm>_multi_origin  counts
7.740000000000000000e+02 6.142818268606783505e+01 7.859200000000000000e+04
7.760000000000000000e+02 6.159991688993421377e+01 7.846400000000000000e+04
7.780000000000000000e+02 6.177123715577091190e+01 7.833600000000000000e+04
7.800000000000000000e+02 6.194340564690573814e+01 7.820800000000000000e+04
7.820000000000000000e+02 6.211524057707250535e+01 7.808000000000000000e+04
7.840000000000000000e+02 6.228682655567573079e+01 7.795200000000000000e+04
7.860000000000000000e+02 6.245910126412476870e+01 7.782400000000000000e+04
7.880000000000000000e+02 6.263157988225017903e+01 7.769600000000000000e+04
7.900000000000000000e+02 6.280173399550756841e+01 7.756800000000000000e+04
7.920000000000000000e+02 6.297035357559944657e+01 7.744000000000000000e+04
7.940000000000000000e+02 6.313964256633522609e+01 7.731200000000000000e+04
7.960000000000000000e+02 6.330986871462358323e+01 7.718400000000000000e+04
7.980000000000000000e+02 6.347998248762066709e+01 7.705600000000000000e+04
8.000000000000000000e+02 6.365082723943350373e+01 7.692800000000000000e+04
8.020000000000000000e+02 6.382101346112298756e+01 7.680000000000000000e+04
8.040000000000000000e+02 6.399278499146608823e+01 7.667200000000000000e+04
8.060000000000000000e+02 6.416441843952286206e+01 7.654400000000000000e+04
8.080000000000000000e+02 6.433544586576014979e+01 7.641600000000000000e+04
8.100000000000000000e+02 6.450606184252964681e+01 7.628800000000000000e+04
8.120000000000000000e+02 6.467676627051110927e+01 7.616000000000000000e+04
8.140000000000000000e+02 6.484794813572004557e+01 7.603200000000000000e+04
8.160000000000000000e+02 6.501924665409202930e+01 7.590400000000000000e+04
8.180000000000000000e+02 6.519119734450823955e+01 7.577600000000000000e+04
8.200000000000000000e+02 6.536386682090657985e+01 7.564800000000000000e+04
8.220000000000000000e+02 6.553735355953341468e+01 7.552000000000000000e+04
8.240000000000000000e+02 6.570929295033383255e+01 7.539200000000000000e+04
8.260000000000000000e+02 6.588084478157985302e+01 7.526400000000000000e+04
8.280000000000000000e+02 6.605401483612322977e+01 7.513600000000000000e+04
8.300000000000000000e+02 6.622801663110976733e+01 7.500800000000000000e+04
8.320000000000000000e+02 6.640280000601502763e+01 7.488000000000000000e+04
8.340000000000000000e+02 6.657618141404218193e+01 7.475200000000000000e+04
8.360000000000000000e+02 6.674876946491694696e+01 7.462400000000000000e+04
8.380000000000000000e+02 6.692089597354461716e+01 7.449600000000000000e+04
8.400000000000000000e+02 6.708940054172346379e+01 7.436800000000000000e+04
8.420000000000000000e+02 6.725837342612197745e+01 7.424000000000000000e+04
8.440000000000000000e+02 6.742694307918443997e+01 7.411200000000000000e+04
8.460000000000000000e+02 6.759427192774302284e+01 7.398400000000000000e+04
8.480000000000000000e+02 6.776296153956171509e+01 7.385600000000000000e+04
8.500000000000000000e+02 6.793280326961991022e+01 7.372800000000000000e+04
8.520000000000000000e+02 6.810236819700125466e+01 7.360000000000000000e+04
8.540000000000000000e+02 6.827126500249289620e+01 7.347200000000000000e+04
8.560000000000000000e+02 6.844089647839599877e+01 7.334400000000000000e+04
8.580000000000000000e+02 6.861048243278706593e+01 7.321600000000000000e+04
8.600000000000000000e+02 6.877856691195626127e+01 7.308800000000000000e+04
8.620000000000000000e+02 6.894650804583014292e+01 7.296000000000000000e+04
8.640000000000000000e+02 6.911406065609882887e+01 7.283200000000000000e+04
8.660000000000000000e+02 6.928181384539954024e+01 7.270400000000000000e+04
8.680000000000000000e+02 6.945016551282613193e+01 7.257600000000000000e+04
8.700000000000000000e+02 6.961753905326453662e+01 7.244800000000000000e+04
8.720000000000000000e+02 6.978368550575210350e+01 7.232000000000000000e+04
8.740000000000000000e+02 6.994917747940824881e+01 7.219200000000000000e+04
8.760000000000000000e+02 7.011625909439585769e+01 7.206400000000000000e+04
8.780000000000000000e+02 7.028335257089763388e+01 7.193600000000000000e+04
8.800000000000000000e+02 7.045048696318711734e+01 7.180800000000000000e+04
8.820000000000000000e+02 7.061740960484310392e+01 7.168000000000000000e+04
8.840000000000000000e+02 7.078486717872139877e+01 7.155200000000000000e+04
8.860000000000000000e+02 7.095227475383202886e+01 7.142400000000000000e+04
8.880000000000000000e+02 7.111972856162492462e+01 7.129600000000000000e+04
8.900000000000000000e+02 7.128833889073399632e+01 7.116800000000000000e+04
8.920000000000000000e+02 7.145868666359892529e+01 7.104000000000000000e+04
8.940000000000000000e+02 7.162866838776209022e+01 7.091200000000000000e+04
8.960000000000000000e+02 7.179769430940898189e+01 7.078400000000000000e+04
8.980000000000000000e+02 7.196622928269070485e+01 7.065600000000000000e+04
9.000000000000000000e+02 7.213633821044773242e+01 7.052800000000000000e+04
9.020000000000000000e+02 7.230757402474181106e+01 7.040000000000000000e+04
9.040000000000000000e+02 7.247839973493660182e+01 7.027200000000000000e+04
9.060000000000000000e+02 7.264995899795110290e+01 7.014400000000000000e+04
9.080000000000000000e+02 7.282125451529060456e+01 7.001600000000000000e+04
9.100000000000000000e+02 7.299166055085521521e+01 6.988800000000000000e+04
9.120000000000000000e+02 7.316108259018108129e+01 6.976000000000000000e+04
9.140000000000000000e+02 7.332981150217428024e+01 6.963200000000000000e+04
9.160000000000000000e+02 7.349987229214698914e+01 6.950400000000000000e+04
9.180000000000000000e+02 7.367008551930996418e+01 6.937600000000000000e+04
9.200000000000000000e+02 7.384011444690379733e+01 6.924800000000000000e+04
9.220000000000000000e+02 7.401076723713447336e+01 6.912000000000000000e+04
9.240000000000000000e+02 7.418003447166000797e+01 6.899200000000000000e+04
9.260000000000000000e+02 7.434942932197239429e+01 6.886400000000000000e+04
9.280000000000000000e+02 7.451764757426843744e+01 6.873600000000000000e+04
9.300000000000000000e+02 7.468542551184852130e+01 6.860800000000000000e+04
9.320000000000000000e+02 7.485327061266148974e+01 6.848000000000000000e+04
9.340000000000000000e+02 7.502069063302502627e+01 6.835200000000000000e+04
9.360000000000000000e+02 7.518930030563245737e+01 6.822400000000000000e+04
9.380000000000000000e+02 7.535815428354733569e+01 6.809600000000000000e+04
9.400000000000000000e+02 7.552751977322201071e+01 6.796800000000000000e+04
9.420000000000000000e+02 7.569589220173035926e+01 6.784000000000000000e+04
9.440000000000000000e+02 7.586383184207696218e+01 6.771200000000000000e+04
9.460000000000000000e+02 7.602963370243121233e+01 6.758400000000000000e+04
9.480000000000000000e+02 7.619611236988592395e+01 6.745600000000000000e+04
9.500000000000000000e+02 7.636296389548733998e+01 6.732800000000000000e+04
9.520000000000000000e+02 7.653045053931479913e+01 6.720000000000000000e+04
9.540000000000000000e+02 7.669700851039708311e+01 6.707200000000000000e+04
9.560000000000000000e+02 7.686403598803119053e+01 6.694400000000000000e+04
9.580000000000000000e+02 7.703011015834015041e+01 6.681600000000000000e+04
9.600000000000000000e+02 7.719556392099997311e+01 6.668800000000000000e+04
9.620000000000000000e+02 7.735860095529794478e+01 6.656000000000000000e+04
9.640000000000000000e+02 7.752172744040097996e+01 6.643200000000000000e+04
9.660000000000000000e+02 7.768586578194633319e+01 6.630400000000000000e+04
9.680000000000000000e+02 7.784968169793702941e+01 6.617600000000000000e+04
9.700000000000000000e+02 7.801474945607132838e+01 6.604800000000000000e+04
9.720000000000000000e+02 7.818123208770869326e+01 6.592000000000000000e+04
9.740000000000000000e+02 7.834784448367068421e+01 6.579200000000000000e+04
9.760000000000000000e+02 7.851247838120384870e+01 6.566400000000000000e+04
9.780000000000000000e+02 7.867720544115005055e+01 6.553600000000000000e+04
9.800000000000000000e+02 7.884084311014900948e+01 6.540800000000000000e+04
9.820000000000000000e+02 7.900467623589739219e+01 6.528000000000000000e+04
9.840000000000000000e+02 7.916926542313868254e+01 6.515200000000000000e+04
9.860000000000000000e+02 7.933211631417113097e+01 6.502400000000000000e+04
9.880000000000000000e+02 7.949451082690627857e+01 6.489600000000000000e+04
9.900000000000000000e+02 7.965594660653479764e+01 6.476800000000000000e+04
9.920000000000000000e+02 7.981920496487529704e+01 6.464000000000000000e+04
9.940000000000000000e+02 7.998470095181689032e+01 6.451200000000000000e+04
9.960000000000000000e+02 8.015123607584898480e+01 6.438400000000000000e+04
9.980000000000000000e+02 8.031842590278577632e+01 6.425600000000000000e+04
1.000000000000000000e+03 8.048550242896760665e+01 6.412800000000000000e+04
