# time  <Ree(t).Ree(0)>  Cee_normalized  counts
5.680000000000000000e+02 1.445327943144193196e-02 2.052979152107885664e-03 9.177600000000000000e+04
5.700000000000000000e+02 5.342760570516911708e-03 7.588987757417884434e-04 9.164800000000000000e+04
5.720000000000000000e+02 1.550615199502841093e-03 2.202531745560635666e-04 9.152000000000000000e+04
5.740000000000000000e+02 1.411657449546284502e-03 2.005152759678695555e-04 9.139200000000000000e+04
5.760000000000000000e+02 1.879540538160560893e-03 2.669745339587825802e-04 9.126400000000000000e+04
5.780000000000000000e+02 9.060871510185579403e-03 1.287028345267623693e-03 9.113600000000000000e+04
5.800000000000000000e+02 1.129601057677086413e-02 1.604512963725849770e-03 9.100800000000000000e+04
5.820000000000000000e+02 9.111339427836399538e-03 1.294196931696668662e-03 9.088000000000000000e+04
5.840000000000000000e+02 9.525223750771950881e-03 1.352986072970899538e-03 9.075200000000000000e+04
5.860000000000000000e+02 1.110045459827417244e-02 1.576735714359841145e-03 9.062400000000000000e+04
5.880000000000000000e+02 7.671372377384562055e-03 1.089660490792545167e-03 9.049600000000000000e+04
5.900000000000000000e+02 5.868413954526182329e-03 8.335638677525592085e-04 9.036800000000000000e+04
5.920000000000000000e+02 4.465024638910365315e-03 6.342230177457043767e-04 9.024000000000000000e+04
5.940000000000000000e+02 2.141343371225347316e-03 3.041616485367760439e-04 9.011200000000000000e+04
5.960000000000000000e+02 5.216999735132931901e-03 7.410353991690417017e-04 8.998400000000000000e+04
5.980000000000000000e+02 3.390988438435503776e-03 4.816642895592614711e-04 8.985600000000000000e+04
6.000000000000000000e+02 1.355096455521592313e-03 1.924812140716755768e-04 8.972800000000000000e+04
6.020000000000000000e+02 4.819374443224703868e-03 6.845557304190848019e-04 8.960000000000000000e+04
6.040000000000000000e+02 8.448288501041069723e-03 1.200015556739274713e-03 8.947200000000000000e+04
6.060000000000000000e+02 7.931316562578033524e-03 1.126583598482066217e-03 8.934400000000000000e+04
6.080000000000000000e+02 1.041743920760029168e-02 1.479718538135330226e-03 8.921600000000000000e+04
6.100000000000000000e+02 1.335197926176313801e-03 1.896547783068902474e-04 8.908800000000000000e+04
6.120000000000000000e+02 -2.588167089487965807e-03 -3.676295820678284658e-04 8.896000000000000000e+04
6.140000000000000000e+02 -3.103718484775737883e-03 -4.408597628988604467e-04 8.883200000000000000e+04
6.160000000000000000e+02 -8.331186235954362793e-03 -1.183382064663792300e-03 8.870400000000000000e+04
6.180000000000000000e+02 -1.090305160604067986e-02 -1.548696110646274491e-03 8.857600000000000000e+04
6.200000000000000000e+02 -9.240960523786600350e-03 -1.312608629119486154e-03 8.844800000000000000e+04
6.220000000000000000e+02 -2.832811425827851028e-03 -4.023794618144588709e-04 8.832000000000000000e+04
6.240000000000000000e+02 4.416750514897127208e-03 6.273660431292826670e-04 8.819200000000000000e+04
6.260000000000000000e+02 1.661191997189638211e-02 2.359597732857608536e-03 8.806400000000000000e+04
6.280000000000000000e+02 2.260824214895371456e-02 3.211329997304165212e-03 8.793600000000000000e+04
6.300000000000000000e+02 2.666438479733228978e-02 3.787474417302147574e-03 8.780800000000000000e+04
6.320000000000000000e+02 2.738851849573274710e-02 3.890332138500069738e-03 8.768000000000000000e+04
6.340000000000000000e+02 3.062462341638984287e-02 4.349996394467475248e-03 8.755200000000000000e+04
6.360000000000000000e+02 2.633782656841867839e-02 3.741089287955621547e-03 8.742400000000000000e+04
6.380000000000000000e+02 1.917259163227681348e-02 2.723321796942215246e-03 8.729600000000000000e+04
6.400000000000000000e+02 1.794365636538693132e-02 2.548760826597551866e-03 8.716800000000000000e+04
6.420000000000000000e+02 2.229578495377727149e-02 3.166947813270008880e-03 8.704000000000000000e+04
6.440000000000000000e+02 2.980642385324822410e-02 4.233777327828566577e-03 8.691200000000000000e+04
6.460000000000000000e+02 3.631758776456310567e-02 5.158638971118133937e-03 8.678400000000000000e+04
6.480000000000000000e+02 4.387199534200462298e-02 6.231685495720337004e-03 8.665600000000000000e+04
6.500000000000000000e+02 4.967546698032788283e-02 7.056024798080203636e-03 8.652800000000000000e+04
6.520000000000000000e+02 4.733089839332853960e-02 6.722996542961462429e-03 8.640000000000000000e+04
6.540000000000000000e+02 4.911882866570452949e-02 6.976958530759569226e-03 8.627200000000000000e+04
6.560000000000000000e+02 5.091513969729830752e-02 7.232110942089896473e-03 8.614400000000000000e+04
6.580000000000000000e+02 4.497469138048812431e-02 6.388315137377568835e-03 8.601600000000000000e+04
6.600000000000000000e+02 4.004385415142704130e-02 5.687926960305570573e-03 8.588800000000000000e+04
6.620000000000000000e+02 3.772614230709347982e-02 5.358713502586126554e-03 8.576000000000000000e+04
6.640000000000000000e+02 3.538466293458832068e-02 5.026124047047994710e-03 8.563200000000000000e+04
6.660000000000000000e+02 3.153676325688951204e-02 4.479558967808383585e-03 8.550400000000000000e+04
6.680000000000000000e+02 2.719561061832240223e-02 3.862931031887595432e-03 8.537600000000000000e+04
6.700000000000000000e+02 2.456641173994264515e-02 3.489473194193207402e-03 8.524800000000000000e+04
6.720000000000000000e+02 2.546760493532153335e-02 3.617480879294039230e-03 8.512000000000000000e+04
6.740000000000000000e+02 2.613782031010795925e-02 3.712679909962848107e-03 8.499200000000000000e+04
6.760000000000000000e+02 2.120741627692261308e-02 3.012353265092305478e-03 8.486400000000000000e+04
6.780000000000000000e+02 1.099542754714023275e-02 1.561817415200946607e-03 8.473600000000000000e+04
6.800000000000000000e+02 5.413116098497681300e-03 7.688922469719820059e-04 8.460800000000000000e+04
6.820000000000000000e+02 5.129505711487534168e-03 7.286075341069935896e-04 8.448000000000000000e+04
6.840000000000000000e+02 3.191492469464168695e-03 4.533273943120315450e-04 8.435200000000000000e+04
6.860000000000000000e+02 6.995164992367057348e-03 9.936103403386403222e-04 8.422400000000000000e+04
6.880000000000000000e+02 9.287285105563878110e-03 1.319188685989622963e-03 8.409600000000000000e+04
6.900000000000000000e+02 1.506778463011008290e-02 2.140264973136378132e-03 8.396800000000000000e+04
6.920000000000000000e+02 2.009831845808246822e-02 2.854814298899358612e-03 8.384000000000000000e+04
6.940000000000000000e+02 2.147939491161706890e-02 3.050985775416004391e-03 8.371200000000000000e+04
6.960000000000000000e+02 2.879811176820119487e-02 4.090554213708404857e-03 8.358400000000000000e+04
6.980000000000000000e+02 3.396960642108508982e-02 4.825125959724170348e-03 8.345600000000000000e+04
7.000000000000000000e+02 4.061128629959637193e-02 5.768526410136536227e-03 8.332800000000000000e+04
7.020000000000000000e+02 4.829910776046299203e-02 6.860523368968748231e-03 8.320000000000000000e+04
7.040000000000000000e+02 5.201435642095318668e-02 7.388246373361127828e-03 8.307200000000000000e+04
7.060000000000000000e+02 5.326970736281756019e-02 7.566559490771703270e-03 8.294400000000000000e+04
7.080000000000000000e+02 5.492437984784866167e-02 7.801593216608725644e-03 8.281600000000000000e+04
7.100000000000000000e+02 5.366444651306857133e-02 7.622629204903374339e-03 8.268800000000000000e+04
7.120000000000000000e+02 5.396581386454895463e-02 7.665436160421667568e-03 8.256000000000000000e+04
7.140000000000000000e+02 5.019045544035399126e-02 7.129175018210159691e-03 8.243200000000000000e+04
7.160000000000000000e+02 4.185448927345410824e-02 5.945114000466811092e-03 8.230400000000000000e+04
7.180000000000000000e+02 3.314872365853265695e-02 4.708525764879896262e-03 8.217600000000000000e+04
7.200000000000000000e+02 3.081282485816720998e-02 4.376728987454299620e-03 8.204800000000000000e+04
7.220000000000000000e+02 3.037231852075797378e-02 4.314158390147143120e-03 8.192000000000000000e+04
7.240000000000000000e+02 2.907323850335430393e-02 4.129633887919096497e-03 8.179200000000000000e+04
7.260000000000000000e+02 3.007724836296840273e-02 4.272245903418812017e-03 8.166400000000000000e+04
7.280000000000000000e+02 2.900213424147442959e-02 4.119534064695043810e-03 8.153600000000000000e+04
7.300000000000000000e+02 2.853415580785359507e-02 4.053061263666258261e-03 8.140800000000000000e+04
7.320000000000000000e+02 2.565946720804778911e-02 3.644733465660436253e-03 8.128000000000000000e+04
7.340000000000000000e+02 2.527129478567273838e-02 3.589596505613459974e-03 8.115200000000000000e+04
7.360000000000000000e+02 2.862303786307107689e-02 4.065686288126869365e-03 8.102400000000000000e+04
7.380000000000000000e+02 3.412286441613640586e-02 4.846895100093085232e-03 8.089600000000000000e+04
7.400000000000000000e+02 3.608002154185416255e-02 5.124894483939294518e-03 8.076800000000000000e+04
7.420000000000000000e+02 3.683504929309945608e-02 5.232140471946518899e-03 8.064000000000000000e+04
7.440000000000000000e+02 3.219032563327237778e-02 4.572392565863454827e-03 8.051200000000000000e+04
7.460000000000000000e+02 3.546034484989271651e-02 5.036874091357905828e-03 8.038400000000000000e+04
7.480000000000000000e+02 4.114228077734145839e-02 5.843950164161771516e-03 8.025600000000000000e+04
7.500000000000000000e+02 4.567870285145024523e-02 6.488314648186573226e-03 8.012800000000000000e+04
7.520000000000000000e+02 4.788346558610490772e-02 6.801484538180101180e-03 8.000000000000000000e+04
7.540000000000000000e+02 5.364889544619691475e-02 7.620420293338909731e-03 7.987200000000000000e+04
7.560000000000000000e+02 6.114812651263810961e-02 8.685629411399086938e-03 7.974400000000000000e+04
7.580000000000000000e+02 6.997065625863391203e-02 9.938803109679551426e-03 7.961600000000000000e+04
7.600000000000000000e+02 7.885827952565822863e-02 1.120122285085586866e-02 7.948800000000000000e+04
7.620000000000000000e+02 8.386817668202677101e-02 1.191284089332272575e-02 7.936000000000000000e+04
7.640000000000000000e+02 8.270112976944983540e-02 1.174707069615624905e-02 7.923200000000000000e+04
7.660000000000000000e+02 8.240666067881020906e-02 1.170524358647564642e-02 7.910400000000000000e+04
7.680000000000000000e+02 7.367448097467953205e-02 1.046490342906879548e-02 7.897600000000000000e+04
7.700000000000000000e+02 6.975740108152052310e-02 9.908511822863326143e-03 7.884800000000000000e+04
7.720000000000000000e+02 6.937581976015753937e-02 9.854311078920895139e-03 7.872000000000000000e+04
7.740000000000000000e+02 6.604859401901436167e-02 9.381703798799821345e-03 7.859200000000000000e+04
7.760000000000000000e+02 5.911363675261378792e-02 8.396645511079502827e-03 7.846400000000000000e+04
7.780000000000000000e+02 5.430587475089893035e-02 7.713739240247626319e-03 7.833600000000000000e+04
7.800000000000000000e+02 4.980577116600640869e-02 7.074533523238346784e-03 7.820800000000000000e+04
7.820000000000000000e+02 5.306267607836629568e-02 7.537152260888086396e-03 7.808000000000000000e+04
7.840000000000000000e+02 4.881634985543278904e-02 6.933993700916773681e-03 7.795200000000000000e+04
7.860000000000000000e+02 5.344694788638350291e-02 7.591735168133755679e-03 7.782400000000000000e+04
7.880000000000000000e+02 5.526910366616138298e-02 7.850558630692637541e-03 7.769600000000000000e+04
7.900000000000000000e+02 5.731706283607986008e-02 8.141455758929461509e-03 7.756800000000000000e+04
7.920000000000000000e+02 6.337777610404611572e-02 9.002334291380075307e-03 7.744000000000000000e+04
7.940000000000000000e+02 6.230980166298093204e-02 8.850636590322610506e-03 7.731200000000000000e+04
7.960000000000000000e+02 5.994544015053034081e-02 8.514796899674418121e-03 7.718400000000000000e+04
7.980000000000000000e+02 5.527304204093119039e-02 7.851118047075193382e-03 7.705600000000000000e+04
8.000000000000000000e+02 5.205904200110964691e-02 7.394593622433299866e-03 7.692800000000000000e+04
8.020000000000000000e+02 5.037993550446154267e-02 7.156089229839296059e-03 7.680000000000000000e+04
8.040000000000000000e+02 5.157204583390991026e-02 7.325419496024138111e-03 7.667200000000000000e+04
8.060000000000000000e+02 5.371146382772965661e-02 7.629307659246221951e-03 7.654400000000000000e+04
8.080000000000000000e+02 5.595085549520897872e-02 7.947396327534045693e-03 7.641600000000000000e+04
8.100000000000000000e+02 5.578809952072825290e-02 7.924278070942186031e-03 7.628800000000000000e+04
8.120000000000000000e+02 5.859817214819290632e-02 8.323427658235429266e-03 7.616000000000000000e+04
8.140000000000000000e+02 5.895721739745023171e-02 8.374427323389978250e-03 7.603200000000000000e+04
8.160000000000000000e+02 5.432900570092906445e-02 7.717024816950517063e-03 7.590400000000000000e+04
8.180000000000000000e+02 5.161856130997865416e-02 7.332026667986215988e-03 7.577600000000000000e+04
8.200000000000000000e+02 5.022896685665831362e-02 7.134645273951491923e-03 7.564800000000000000e+04
8.220000000000000000e+02 4.950691508886522624e-02 7.032083275267849917e-03 7.552000000000000000e+04
8.240000000000000000e+02 4.812937673462922700e-02 6.836414359027062279e-03 7.539200000000000000e+04
8.260000000000000000e+02 5.006288078046015194e-02 7.111054001568805315e-03 7.526400000000000000e+04
8.280000000000000000e+02 5.496325209675301249e-02 7.807114725894886281e-03 7.513600000000000000e+04
8.300000000000000000e+02 5.522339330103077232e-02 7.844065818656898240e-03 7.500800000000000000e+04
8.320000000000000000e+02 4.946415915053924139e-02 7.026010117239706726e-03 7.488000000000000000e+04
8.340000000000000000e+02 5.192061454252272501e-02 7.374931047727935687e-03 7.475200000000000000e+04
8.360000000000000000e+02 4.546413657170681605e-02 6.457837129146822702e-03 7.462400000000000000e+04
8.380000000000000000e+02 4.992299690036847842e-02 7.091184553191613553e-03 7.449600000000000000e+04
8.400000000000000000e+02 5.343960895229175889e-02 7.590692727989944814e-03 7.436800000000000000e+04
8.420000000000000000e+02 6.061150878022818211e-02 8.609406916531078466e-03 7.424000000000000000e+04
8.440000000000000000e+02 5.987787985593337470e-02 8.505200470229063239e-03 7.411200000000000000e+04
8.460000000000000000e+02 6.055395219610763824e-02 8.601231438583217467e-03 7.398400000000000000e+04
8.480000000000000000e+02 5.645195180246678074e-02 8.018573272315213107e-03 7.385600000000000000e+04
8.500000000000000000e+02 5.267301847908419793e-02 7.481804342681626883e-03 7.372800000000000000e+04
8.520000000000000000e+02 5.939871157985959077e-02 8.437138236616464546e-03 7.360000000000000000e+04
8.540000000000000000e+02 6.070411197269439535e-02 8.622560500425553026e-03 7.347200000000000000e+04
8.560000000000000000e+02 6.244626657276614728e-02 8.870020399797286584e-03 7.334400000000000000e+04
8.580000000000000000e+02 5.831476220675944899e-02 8.283171417150288901e-03 7.321600000000000000e+04
8.600000000000000000e+02 5.659415359054892347e-02 8.038771962011199979e-03 7.308800000000000000e+04
8.620000000000000000e+02 5.316060983063917306e-02 7.551063010531972215e-03 7.296000000000000000e+04
8.640000000000000000e+02 4.945185934854531840e-02 7.024263023288583076e-03 7.283200000000000000e+04
8.660000000000000000e+02 4.979215268246111464e-02 7.072599120535179654e-03 7.270400000000000000e+04
8.680000000000000000e+02 4.490331213024823659e-02 6.378176254134448019e-03 7.257600000000000000e+04
8.700000000000000000e+02 3.522991488821211603e-02 5.004143256145367029e-03 7.244800000000000000e+04
8.720000000000000000e+02 3.340649946048191571e-02 4.745140870111201961e-03 7.232000000000000000e+04
8.740000000000000000e+02 3.082343124460098019e-02 4.378235544518460989e-03 7.219200000000000000e+04
8.760000000000000000e+02 3.251302333000214567e-02 4.618229335778678904e-03 7.206400000000000000e+04
8.780000000000000000e+02 3.417634602885736422e-02 4.854491759139085635e-03 7.193600000000000000e+04
8.800000000000000000e+02 4.064585579656714021e-02 5.773436746016810672e-03 7.180800000000000000e+04
8.820000000000000000e+02 4.830132931383447625e-02 6.860838923841854758e-03 7.168000000000000000e+04
8.840000000000000000e+02 5.549825957492583034e-02 7.883108496313606314e-03 7.155200000000000000e+04
8.860000000000000000e+02 6.262832433485339412e-02 8.895880329498185787e-03 7.142400000000000000e+04
8.880000000000000000e+02 7.319174783171031318e-02 1.039633483304543138e-02 7.129600000000000000e+04
8.900000000000000000e+02 8.131244096900652751e-02 1.154981794327071196e-02 7.116800000000000000e+04
8.920000000000000000e+02 8.244766715147436309e-02 1.171106824612332814e-02 7.104000000000000000e+04
8.940000000000000000e+02 8.454545637876813291e-02 1.200904335755594195e-02 7.091200000000000000e+04
8.960000000000000000e+02 8.010985761439959330e-02 1.137900006298333926e-02 7.078400000000000000e+04
8.980000000000000000e+02 7.691494981953050925e-02 1.092518754749951908e-02 7.065600000000000000e+04
9.000000000000000000e+02 7.071024522655172673e-02 1.004385613515148754e-02 7.052800000000000000e+04
9.020000000000000000e+02 7.038984059193786891e-02 9.998345077386281907e-03 7.040000000000000000e+04
9.040000000000000000e+02 7.062767019654186962e-02 1.003212697597352654e-02 7.027200000000000000e+04
9.060000000000000000e+02 6.202137815449904751e-02 8.809668209914562828e-03 7.014400000000000000e+04
9.080000000000000000e+02 5.220440434750114184e-02 7.415241245559856670e-03 7.001600000000000000e+04
9.100000000000000000e+02 4.904114801748733765e-02 6.965924581539353205e-03 6.988800000000000000e+04
9.120000000000000000e+02 4.774273558796159056e-02 6.781494905125895999e-03 6.976000000000000000e+04
9.140000000000000000e+02 5.399305458929432727e-02 7.669305499574475930e-03 6.963200000000000000e+04
9.160000000000000000e+02 5.229902744142295168e-02 7.428681741196218463e-03 6.950400000000000000e+04
9.180000000000000000e+02 5.297920393060515099e-02 7.525295672911069302e-03 6.937600000000000000e+04
9.200000000000000000e+02 5.370574562861982898e-02 7.628495432262321317e-03 6.924800000000000000e+04
9.220000000000000000e+02 5.101272193207425504e-02 7.245971761328975913e-03 6.912000000000000000e+04
9.240000000000000000e+02 4.179312050428538733e-02 5.936397030433018460e-03 6.899200000000000000e+04
9.260000000000000000e+02 3.496450916301029055e-02 4.966444377958310896e-03 6.886400000000000000e+04
9.280000000000000000e+02 2.938419835406765740e-02 4.173803385484356476e-03 6.873600000000000000e+04
9.300000000000000000e+02 2.319799368664400563e-02 3.295099747798842064e-03 6.860800000000000000e+04
9.320000000000000000e+02 1.924553774877268975e-02 2.733683241699692151e-03 6.848000000000000000e+04
9.340000000000000000e+02 1.091343844212218361e-02 1.550171482241547187e-03 6.835200000000000000e+04
9.360000000000000000e+02 1.099309523566076698e-03 1.561486127975353409e-04 6.822400000000000000e+04
9.380000000000000000e+02 -6.236204174496242508e-03 -8.858056899306541998e-04 6.809600000000000000e+04
9.400000000000000000e+02 -5.818900853351125987e-03 -8.265309057904823495e-04 6.796800000000000000e+04
9.420000000000000000e+02 -6.729415203094249627e-03 -9.558625904496236871e-04 6.784000000000000000e+04
9.440000000000000000e+02 -1.419714322396260081e-02 -2.016596938884282226e-03 6.771200000000000000e+04
9.460000000000000000e+02 -1.872253313607515415e-02 -2.659394387642908912e-03 6.758400000000000000e+04
9.480000000000000000e+02 -1.934577063716281728e-02 -2.747920566259600891e-03 6.745600000000000000e+04
9.500000000000000000e+02 -1.519399975736345464e-02 -2.158192878437103623e-03 6.732800000000000000e+04
9.520000000000000000e+02 -1.331204868727007759e-02 -1.890875946628266637e-03 6.720000000000000000e+04
9.540000000000000000e+02 -1.097619966390448072e-02 -1.559086239649445796e-03 6.707200000000000000e+04
9.560000000000000000e+02 -1.807816025174777477e-02 -2.567866087509867220e-03 6.694400000000000000e+04
9.580000000000000000e+02 -2.526818010092916553e-02 -3.589154088176346648e-03 6.681600000000000000e+04
9.600000000000000000e+02 -2.360573545638438089e-02 -3.353016385797243440e-03 6.668800000000000000e+04
9.620000000000000000e+02 -2.210903246705383726e-02 -3.140421033402080592e-03 6.656000000000000000e+04
9.640000000000000000e+02 -2.748616085446474455e-02 -3.904201497892883545e-03 6.643200000000000000e+04
9.660000000000000000e+02 -2.551368877873441687e-02 -3.624026741098235541e-03 6.630400000000000000e+04
9.680000000000000000e+02 -2.736926906318611422e-02 -3.887597902031758330e-03 6.617600000000000000e+04
9.700000000000000000e+02 -3.043340582124673399e-02 -4.322835379681377183e-03 6.604800000000000000e+04
9.720000000000000000e+02 -2.881053508739057217e-02 -4.092318852344000238e-03 6.592000000000000000e+04
9.740000000000000000e+02 -3.198828278935555991e-02 -4.543693906271260852e-03 6.579200000000000000e+04
9.760000000000000000e+02 -3.018003028621130818e-02 -4.286845299122198430e-03 6.566400000000000000e+04
9.780000000000000000e+02 -2.769714512187965855e-02 -3.934170219142630112e-03 6.553600000000000000e+04
9.800000000000000000e+02 -1.697632077459848565e-02 -2.411358113919041032e-03 6.540800000000000000e+04
9.820000000000000000e+02 -1.078699745735390951e-02 -1.532211495587130264e-03 6.528000000000000000e+04
9.840000000000000000e+02 -5.072825308074145612e-03 -7.205565110092451361e-04 6.515200000000000000e+04
9.860000000000000000e+02 4.175029874403194188e-03 5.930314522897349016e-04 6.502400000000000000e+04
9.880000000000000000e+02 1.032058435482876430e-02 1.465961038014779042e-03 6.489600000000000000e+04
9.900000000000000000e+02 1.675047002268744908e-02 2.379277720859416384e-03 6.476800000000000000e+04
9.920000000000000000e+02 2.083934672421583825e-02 2.960071765809253134e-03 6.464000000000000000e+04
9.940000000000000000e+02 2.689605399294186378e-02 3.820381276332175322e-03 6.451200000000000000e+04
9.960000000000000000e+02 2.887663237894817422e-02 4.101707473260257815e-03 6.438400000000000000e+04
9.980000000000000000e+02 3.565373837984713717e-02 5.064344181245275002e-03 6.425600000000000000e+04
1.000000000000000000e+03 3.968181883197680060e-02 5.636502578269394874e-03 6.412800000000000000e+04
